product_id,url,scraped_at,name_kr,name_en,price_krw,price_eur,price_eur_markup,category_kr,category_en,specifications,images,image_count,model_number,manufacturer,category_main_kr,category_main_en,category_sub_kr,category_sub_en,category_subsub_kr,category_subsub_en
1044,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1044,2025-10-26T20:49:49.285958,[중고] C100FK01-V*HJ (REX-C100) 온도콘트롤러 온도컨트롤러 디지털 인디케이터 인디케이터 indicator,[Used] C100FK01-V*HJ (REX-C100) Temperature controller Temperature controller digital indicator indicator indicator,20000.0,11.96,17.94,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""RKC"": ""Digital Indicating \n Controller"", ""-"": ""-""}",1044_4.jpg,1.0,,,온도컨트롤러/인디게이터,Temperature controller/indicator,,,,
1045,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1045,2025-10-26T20:49:56.176805,[중고] C100DK01-M*NN (REX-C100) 온도콘트롤러 온도컨트롤러 디지털 인디케이터 인디케이터 indicator,[Used] C100DK01-M*NN (REX-C100) Temperature controller Temperature controller digital indicator indicator indicator,20000.0,11.96,17.94,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""RKC"": ""Digital Indicating \n Controller"", ""-"": ""-""}",1045_4.jpg,1.0,,,온도컨트롤러/인디게이터,Temperature controller/indicator,,,,
1052,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1052,2025-10-26T20:50:09.181064,[중고] MA901 8FD01-VV-4*ABN-N4/N/Y 온도콘트롤러 온도컨트롤러 디지털 인디케이터 인디케이터 indicator,[Used] MA901 8FD01-VV-4*ABN-N4/N/Y temperature controller temperature controller digital indicator indicator indicator,110000.0,65.78,98.67,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""RKC"": ""Digital Indicating \n Controller"", ""-"": ""-""}","1052_1.jpg,1052_3.jpg,1052_4.jpg,1052_5.jpg",4.0,,,온도컨트롤러/인디게이터,Temperature controller/indicator,,,,
1065,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1065,2025-10-26T20:50:18.689832,[중고] GM6-B06M,[Used] GM6-B06M,33000.0,19.73,29.6,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""LS"": ""PLC"", ""상태"": ""설명"", ""A"": ""기본베이스 입출력 모듈 6개 장착 가능""}","1065_1.jpg,1065_3.jpg,1065_4.jpg,1065_5.jpg",4.0,,,피엘씨,PLC,LS 산전,LS prenatal,,
1067,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1067,2025-10-26T20:50:26.654573,[중고] SLP-CT101-G6,[Used] SLP-CT101-G6,14300.0,8.55,12.83,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""LS"": ""PLC Cable Ass'y 37P-40P \n1M"", ""상태"": ""-"", ""A"": ""-""}","1067_1.jpg,1067_3.jpg,1067_4.jpg,1067_5.jpg",4.0,,,피엘씨,PLC,LS 산전,LS prenatal,,
1069,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1069,2025-10-26T20:50:33.775220,[중고] UDK5107N,[Used] UDK5107N,55000.0,32.89,49.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""VEXTA"": ""STEPPING DRIVER"", ""-"": ""-""}","1069_1.jpg,1069_3.jpg,1069_4.jpg,1069_5.jpg",4.0,,,스테핑모터/드라이버/BLDC,Stepping motor/driver/BLDC,STEPPING DRIVER,STEPPING DRIVER,VEXTA,VEXTA
1073,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1073,2025-10-26T20:50:44.731195,[중고] ADA-01LS 서보 서보드라이버 자동화 자동화부품 공장자동화 SERVO DRIVER 서보앰프 3D프린터 부품 서보드라이브,[Used] ADA-01LS Servo Servo Driver Automation Automation Parts Factory Automation SERVO DRIVER Servo Amplifier 3D Printer Parts Servo Drive,165000.0,98.67,148.0,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""HITACHI"": ""Servomotor Driver"", ""kW"": ""사용전원"", ""0.1"": ""AC200-230V""}","1073_1.jpg,1073_2.jpg,1073_3.jpg,1073_4.jpg",4.0,,,서보모터/서보드라이버,Servo motor/servo driver,SERVO DRIVER,SERVO DRIVER,HITACHI,HITACHI
1074,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1074,2025-10-26T20:50:53.569163,[중고] ADA-02LS 서보 서보드라이버 자동화 자동화부품 공장자동화 SERVO DRIVER 서보앰프 3D프린터 부품 서보드라이브,[Used] ADA-02LS Servo Servo Driver Automation Automation Parts Factory Automation SERVO DRIVER Servo Amplifier 3D Printer Parts Servo Drive,220000.0,131.56,197.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""HITACHI"": ""Servomotor Driver"", ""kW"": ""사용전원"", ""0.2"": ""AC200-230V""}","1074_1.jpg,1074_3.jpg,1074_4.jpg,1074_5.jpg",4.0,,,서보모터/서보드라이버,Servo motor/servo driver,SERVO DRIVER,SERVO DRIVER,HITACHI,HITACHI
1075,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1075,2025-10-26T20:51:00.182073,[중고] B1563-D21AIPD,[Used] B1563-D21AIPD,65000.0,38.87,58.3,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""VEXTA"": ""STEPPING DRIVER"", ""사용전압"": ""-"", ""110V"": ""-""}","1075_1.jpg,1075_3.jpg,1075_4.jpg,1075_5.jpg",4.0,,,스테핑모터/드라이버/BLDC,Stepping motor/driver/BLDC,STEPPING DRIVER,STEPPING DRIVER,VEXTA,VEXTA
1076,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1076,2025-10-26T20:51:14.422544,[중고] RKD514L-C,[Used] RKD514L-C,66000.0,39.47,59.2,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""VEXTA"": ""STEPPING DRIVER"", ""상(Phase)"": ""사용전압"", ""5상 스텝"": ""220V""}","1076_1.jpg,1076_2.jpg,1076_3.jpg,1076_4.jpg,1076_5.jpg",5.0,,,스테핑모터/드라이버/BLDC,Stepping motor/driver/BLDC,STEPPING DRIVER,STEPPING DRIVER,VEXTA,VEXTA
1077,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1077,2025-10-26T20:51:29.917744,[중고] UDK5114NW2,[Used] UDK5114NW2,66000.0,39.47,59.2,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""VEXTA"": ""STEPPING DRIVER"", ""상(Phase)"": ""사용전압"", ""5상 스텝"": ""110V""}","1077_1.jpg,1077_2.jpg,1077_3.jpg,1077_4.jpg,1077_5.jpg",5.0,,,스테핑모터/드라이버/BLDC,Stepping motor/driver/BLDC,STEPPING DRIVER,STEPPING DRIVER,VEXTA,VEXTA
1079,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1079,2025-10-26T20:51:38.194861,[중고] CS1G-CPU44H,[Used] CS1G-CPU44H,154000.0,92.09,138.14,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1079_1.jpg,1079_3.jpg,1079_4.jpg,1079_5.jpg",4.0,,,피엘씨,PLC,OMRON CS Series,OMRON CS Series,,
1082,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1082,2025-10-26T20:51:47.439234,[중고] CS1G-CPU44H-H3,[Used] CS1G-CPU44H-H3,154000.0,92.09,138.14,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1082_1.jpg,1082_3.jpg,1082_4.jpg,1082_5.jpg",4.0,,,피엘씨,PLC,OMRON CS Series,OMRON CS Series,,
1083,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1083,2025-10-26T20:52:10.746477,[중고] C200HX-CPU65-Z,[Used] C200HX-CPU65-Z,154000.0,92.09,138.14,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1083_1.jpg,1083_3.jpg,1083_4.jpg,1083_5.jpg",4.0,,,피엘씨,PLC,OMRON C200H Series,OMRON C200H Series,,
1084,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1084,2025-10-26T20:52:17.465731,[중고] C200HE-CPU32-Z,[Used] C200HE-CPU32-Z,154000.0,92.09,138.14,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1084_1.jpg,1084_3.jpg,1084_4.jpg,1084_5.jpg",4.0,,,피엘씨,PLC,OMRON C200H Series,OMRON C200H Series,,
1086,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1086,2025-10-26T20:52:23.912371,[중고] C200HW-PA204,[Used] C200HW-PA204,55000.0,32.89,49.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1086_1.jpg,1086_3.jpg,1086_4.jpg,1086_5.jpg",4.0,,,피엘씨,PLC,OMRON C200H Series,OMRON C200H Series,,
1087,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1087,2025-10-26T20:52:34.240279,[중고] CS1W-ID291,[Used] CS1W-ID291,55000.0,32.89,49.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1087_1.jpg,1087_3.jpg,1087_4.jpg,1087_5.jpg",4.0,,,피엘씨,PLC,OMRON CS Series,OMRON CS Series,,
1089,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1089,2025-10-26T20:52:41.338179,[중고] CS1W-ID231,[Used] CS1W-ID231,55000.0,32.89,49.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1089_1.jpg,1089_3.jpg,1089_4.jpg,1089_5.jpg",4.0,,,피엘씨,PLC,OMRON CS Series,OMRON CS Series,,
1090,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1090,2025-10-26T20:52:48.967580,[중고] CS1W-OD231,[Used] CS1W-OD231,55000.0,32.89,49.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1090_1.jpg,1090_3.jpg,1090_4.jpg,1090_5.jpg",4.0,,,피엘씨,PLC,OMRON CS Series,OMRON CS Series,,
1092,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1092,2025-10-26T20:52:56.456500,[중고] C200H-ID215,[Used] C200H-ID215,55000.0,32.89,49.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1092_1.jpg,1092_3.jpg,1092_4.jpg,1092_5.jpg",4.0,,,피엘씨,PLC,OMRON C200H Series,OMRON C200H Series,,
1093,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1093,2025-10-26T20:53:07.022346,[중고] C200H-OD215,[Used] C200H-OD215,55000.0,32.89,49.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1093_1.jpg,1093_3.jpg,1093_4.jpg,1093_5.jpg",4.0,,,피엘씨,PLC,OMRON C200H Series,OMRON C200H Series,,
1094,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1094,2025-10-26T20:53:18.921566,[중고] C200H-ID216,[Used] C200H-ID216,55000.0,32.89,49.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1094_1.jpg,1094_3.jpg,1094_4.jpg,1094_5.jpg",4.0,,,피엘씨,PLC,OMRON C200H Series,OMRON C200H Series,,
1096,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1096,2025-10-26T20:53:27.948013,[중고] C200H-OD218,[Used] C200H-OD218,55000.0,32.89,49.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1096_1.jpg,1096_3.jpg,1096_4.jpg,1096_5.jpg",4.0,,,피엘씨,PLC,OMRON C200H Series,OMRON C200H Series,,
1097,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1097,2025-10-26T20:53:39.885317,[중고] C200H-OD219,[Used] C200H-OD219,55000.0,32.89,49.34,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1097_1.jpg,1097_3.jpg,1097_4.jpg,1097_5.jpg",4.0,,,피엘씨,PLC,OMRON C200H Series,OMRON C200H Series,,
1099,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1099,2025-10-26T20:53:46.084817,[중고] C200HW-NC413,[Used] C200HW-NC413,205000.0,122.59,183.88,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1099_1.jpg,1099_3.jpg,1099_4.jpg,1099_5.jpg",4.0,,,피엘씨,PLC,OMRON C200H Series,OMRON C200H Series,,
1101,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1101,2025-10-26T20:53:53.167654,[중고] CS1W-CLK21,[Used] CS1W-CLK21,65000.0,38.87,58.3,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1101_1.jpg,1101_3.jpg,1101_4.jpg,1101_5.jpg",4.0,,,피엘씨,PLC,OMRON CS Series,OMRON CS Series,,
1102,https://m.shmarket.co.kr/goods/goods_view.php?goodsNo=1102,2025-10-26T20:54:00.894019,[중고] CS1W-CLK21-V1,[Used] CS1W-CLK21-V1,65000.0,38.87,58.3,케비넷ICON전체보기테이블블로워(Blower)브랜드 검색COMMUNITY공지사항상품후기상품문의FAQ,Cabinet ICONView AllTable BlowerBrand SearchCOMMUNITYNoticeProduct ReviewProduct InquiryFAQ,"{""MAKER"": ""분류"", ""OMRON"": ""PLC"", ""-"": ""-""}","1102_1.jpg,1102_3.jpg,1102_4.jpg,1102_5.jpg",4.0,,,피엘씨,PLC,OMRON CS Series,OMRON CS Series,,
